ArraySize	Bubble		Insertion	MergeSort	Quicksort
10	0	0	0	0
50	0	0	0	0
100	0	0	0	0
300	0	0	0	0
400	0	0	0	0
500	0	0	0	0
1000	0	0	0	0
2000	0	0	0	0
3000	0	0	0	0
4000	0	0	0	0
5000	0	0	0	0
10000	2	0	0	0
50000	64	2	0	0
100000	264	9	0	0
